# wavelen(nm)  Transmission(atmos) - MC 4/2010
471.476  0.8445013
471.587  0.8447721
471.698  0.8446794
471.809  0.8449569
471.921  0.8451144
472.032  0.8451951
472.144  0.8449316
472.255  0.8450416
472.367  0.8450515
472.478  0.8455818
472.590  0.8456836
472.701  0.8457759
472.813  0.8455479
472.925  0.8460517
473.037  0.8460658
473.149  0.8463834
473.261  0.8464316
473.373  0.8461900
473.485  0.8465300
473.597  0.8468232
473.709  0.8468506
473.821  0.8467687
473.934  0.8469779
474.046  0.8469211
474.158  0.8465145
474.271  0.8466862
474.383  0.8468380
474.496  0.8470098
474.608  0.8469816
474.721  0.8471874
474.834  0.8473609
474.947  0.8475295
475.059  0.8476750
475.172  0.8477644
475.285  0.8479094
475.398  0.8480894
475.511  0.8482425
475.624  0.8484191
475.737  0.8485905
475.851  0.8487126
475.964  0.8487519
476.077  0.8488431
476.190  0.8489496
476.304  0.8490468
476.417  0.8491237
476.531  0.8492731
476.644  0.8493370
476.758  0.8494629
476.872  0.8496284
476.985  0.8497577
477.099  0.8497515
477.213  0.8499316
477.327  0.8499841
477.441  0.8501174
477.555  0.8502146
477.669  0.8502662
477.783  0.8503284
477.897  0.8504526
478.011  0.8504974
478.126  0.8505436
478.240  0.8506634
478.354  0.8507818
478.469  0.8507626
478.583  0.8508974
478.698  0.8510660
478.813  0.8511340
478.927  0.8511575
479.042  0.8511694
479.157  0.8511267
479.272  0.8510886
479.386  0.8510132
479.501  0.8510637
479.616  0.8511230
479.731  0.8511807
479.846  0.8513333
479.962  0.8515036
480.077  0.8517167
480.192  0.8518614
480.307  0.8519551
480.423  0.8520476
480.538  0.8521395
480.654  0.8522612
480.769  0.8523805
480.885  0.8525122
481.000  0.8525775
481.116  0.8526162
481.232  0.8526904
481.348  0.8528004
481.464  0.8528960
481.580  0.8529295
481.696  0.8529995
481.812  0.8530288
481.928  0.8532160
482.044  0.8533724
482.160  0.8535444
482.276  0.8537006
482.393  0.8538686
482.509  0.8540377
482.625  0.8542085
482.742  0.8543561
482.859  0.8544859
482.975  0.8545752
483.092  0.8547393
483.208  0.8548968
483.325  0.8550583
483.442  0.8552489
483.559  0.8554391
483.676  0.8555589
483.793  0.8556928
483.910  0.8558123
484.027  0.8558855
484.144  0.8559950
484.262  0.8561160
484.379  0.8561997
484.496  0.8561623
484.613  0.8564346
484.731  0.8563725
484.849  0.8565440
484.966  0.8565424
485.084  0.8567349
485.201  0.8568895
485.319  0.8569333
485.437  0.8571081
485.555  0.8573686
485.673  0.8572574
485.791  0.8570829
485.909  0.8576267
486.027  0.8578803
486.145  0.8579858
486.263  0.8580218
486.381  0.8582244
486.500  0.8583411
486.618  0.8583926
486.736  0.8586173
486.855  0.8588482
486.973  0.8588413
487.092  0.8591576
487.211  0.8588811
487.329  0.8591604
487.448  0.8593007
487.567  0.8594849
487.686  0.8597355
487.805  0.8597989
487.924  0.8596307
488.043  0.8599759
488.162  0.8597794
488.281  0.8600302
488.400  0.8599880
488.520  0.8595958
488.639  0.8594699
488.759  0.8594638
488.878  0.8594444
488.998  0.8598821
489.117  0.8600129
489.237  0.8600710
489.356  0.8602155
489.476  0.8603179
489.596  0.8605353
489.716  0.8607923
489.836  0.8608800
489.956  0.8610341
490.076  0.8612723
490.196  0.8613738
490.316  0.8613443
490.436  0.8615155
490.557  0.8617044
490.677  0.8619734
490.798  0.8621370
490.918  0.8623390
491.039  0.8624703
491.159  0.8626052
491.280  0.8626940
491.400  0.8626403
491.521  0.8628750
491.642  0.8629825
491.763  0.8630965
491.884  0.8630665
492.005  0.8633009
492.126  0.8633602
492.247  0.8633976
492.368  0.8634421
492.490  0.8634954
492.611  0.8636187
492.732  0.8637380
492.854  0.8639065
492.975  0.8640465
493.097  0.8641073
493.218  0.8641259
493.340  0.8641468
493.462  0.8641799
493.583  0.8642608
493.705  0.8643776
493.827  0.8644531
493.949  0.8644993
494.071  0.8645483
494.193  0.8646296
494.315  0.8646684
494.438  0.8647241
494.560  0.8648121
494.682  0.8648711
494.805  0.8649765
494.927  0.8651711
495.049  0.8653035
495.172  0.8654420
495.295  0.8655509
495.417  0.8656542
495.540  0.8656635
495.663  0.8656905
495.786  0.8657844
495.909  0.8658899
496.032  0.8659575
496.155  0.8660373
496.278  0.8661338
496.401  0.8662120
496.524  0.8662681
496.648  0.8662880
496.771  0.8663687
496.894  0.8664180
497.018  0.8665204
497.141  0.8666437
497.265  0.8667386
497.389  0.8669220
497.512  0.8670620
497.636  0.8671932
497.760  0.8672975
497.884  0.8674693
498.008  0.8675581
498.132  0.8676419
498.256  0.8678214
498.380  0.8679091
498.504  0.8679327
498.629  0.8680027
498.753  0.8680659
498.878  0.8681122
499.002  0.8682046
499.127  0.8682532
499.251  0.8683013
499.376  0.8683971
499.501  0.8684679
499.625  0.8685212
499.750  0.8685840
499.875  0.8684651
500.000  0.8686425
500.125  0.8685082
500.250  0.8684748
500.375  0.8685461
500.500  0.8687656
500.626  0.8686419
500.751  0.8688178
500.877  0.8687286
501.002  0.8684532
501.128  0.8686040
501.253  0.8688861
501.379  0.8685434
501.505  0.8687535
501.630  0.8686036
501.756  0.8683872
501.882  0.8683257
502.008  0.8670446
502.134  0.8677601
502.260  0.8688766
502.386  0.8688274
502.513  0.8687082
502.639  0.8679990
502.765  0.8673417
502.892  0.8689166
503.018  0.8651202
503.145  0.8675892
503.271  0.8682878
503.398  0.8681302
503.525  0.8669498
503.651  0.8601434
503.778  0.8676763
503.905  0.8599608
504.032  0.8661597
504.159  0.8669056
504.286  0.8660513
504.414  0.8618974
504.541  0.8659571
504.668  0.8687004
504.796  0.8694925
504.923  0.8677843
505.050  0.8689637
505.178  0.8687679
505.306  0.8700643
505.433  0.8687400
505.561  0.8693492
505.689  0.8704063
505.817  0.8671005
505.945  0.8648230
506.073  0.8698722
506.201  0.8671984
506.329  0.8708964
506.457  0.8714200
506.586  0.8714336
506.714  0.8684806
506.842  0.8662068
506.971  0.8702148
507.099  0.8697562
507.228  0.8709991
507.357  0.8717091
507.485  0.8675425
507.614  0.8723866
507.743  0.8676950
507.872  0.8712839
508.001  0.8688556
508.130  0.8709324
508.259  0.8727155
508.388  0.8725193
508.518  0.8707653
508.647  0.8725264
508.776  0.8699622
508.906  0.8728762
509.035  0.8734880
509.165  0.8738376
509.295  0.8734465
509.424  0.8719100
509.554  0.8716591
509.684  0.8734494
509.814  0.8735910
509.944  0.8741415
510.074  0.8738651
510.204  0.8743276
510.334  0.8728191
510.465  0.8744834
510.595  0.8745127
510.725  0.8751584
510.856  0.8746901
510.986  0.8753668
511.117  0.8748213
511.247  0.8749842
511.378  0.8750763
511.509  0.8756598
511.640  0.8756200
511.771  0.8757646
511.902  0.8761161
512.033  0.8760505
512.164  0.8757853
512.295  0.8762537
512.426  0.8760510
512.558  0.8763225
512.689  0.8763586
512.821  0.8761738
512.952  0.8767635
513.084  0.8763668
513.215  0.8769500
513.347  0.8770758
513.479  0.8771620
513.611  0.8772398
513.743  0.8773061
513.875  0.8773741
514.007  0.8774815
514.139  0.8775979
514.271  0.8777144
514.403  0.8777285
514.536  0.8777883
514.668  0.8778792
514.800  0.8779677
514.933  0.8780345
515.066  0.8781437
515.198  0.8782443
515.331  0.8783318
515.464  0.8784291
515.597  0.8785208
515.730  0.8785662
515.863  0.8786197
515.996  0.8786990
516.129  0.8787880
516.262  0.8789105
516.396  0.8789519
516.529  0.8790096
516.662  0.8791165
516.796  0.8792479
516.929  0.8793284
517.063  0.8794477
517.197  0.8795127
517.331  0.8795363
517.464  0.8796070
517.598  0.8797127
517.732  0.8797884
517.866  0.8797577
518.001  0.8797974
518.135  0.8798552
518.269  0.8798573
518.403  0.8798461
518.538  0.8798392
518.672  0.8799360
518.807  0.8799834
518.941  0.8800888
519.076  0.8802682
519.211  0.8803652
519.346  0.8804104
519.481  0.8804255
519.615  0.8804739
519.751  0.8805595
519.886  0.8806071
520.021  0.8807246
520.156  0.8807579
520.291  0.8807713
520.427  0.8808313
520.562  0.8809462
520.698  0.8810569
520.833  0.8811206
520.969  0.8811815
521.105  0.8812450
521.241  0.8813138
521.376  0.8814477
521.512  0.8814888
521.648  0.8815051
521.784  0.8815868
521.921  0.8816464
522.057  0.8816542
522.193  0.8817177
522.330  0.8817803
522.466  0.8818262
522.603  0.8818278
522.739  0.8818265
522.876  0.8818690
523.013  0.8819004
523.149  0.8818774
523.286  0.8819403
523.423  0.8819473
523.560  0.8821080
523.697  0.8820319
523.834  0.8820352
523.972  0.8820763
524.109  0.8814656
524.246  0.8818993
524.384  0.8819410
524.521  0.8818693
524.659  0.8817322
524.797  0.8819275
524.934  0.8819237
525.072  0.8821020
525.210  0.8816456
525.348  0.8816760
525.486  0.8816626
525.624  0.8819335
525.762  0.8819549
525.901  0.8820766
526.039  0.8821522
526.177  0.8821248
526.316  0.8820022
526.454  0.8820918
526.593  0.8820657
526.732  0.8818200
526.870  0.8819277
527.009  0.8820422
527.148  0.8822057
527.287  0.8821584
527.426  0.8824760
527.565  0.8824863
527.704  0.8824975
527.844  0.8823069
527.983  0.8823909
528.123  0.8825413
528.262  0.8825676
528.402  0.8826168
528.541  0.8823062
528.681  0.8826757
528.821  0.8827375
528.961  0.8825038
529.101  0.8828060
529.241  0.8825711
529.381  0.8828868
529.521  0.8827967
529.661  0.8829289
529.801  0.8828637
529.942  0.8828903
530.082  0.8830261
530.223  0.8830196
530.363  0.8831242
530.504  0.8830290
530.645  0.8830635
530.786  0.8831086
530.926  0.8833084
531.067  0.8832721
531.208  0.8833117
531.350  0.8834587
531.491  0.8834826
531.632  0.8835116
531.773  0.8835788
531.915  0.8836154
532.056  0.8836727
532.198  0.8837119
532.340  0.8837605
532.481  0.8837459
532.623  0.8838927
532.765  0.8839757
532.907  0.8840801
533.049  0.8841589
533.191  0.8842026
533.333  0.8843091
533.476  0.8844344
533.618  0.8845276
533.760  0.8846268
533.903  0.8847089
534.045  0.8847662
534.188  0.8848940
534.331  0.8849616
534.474  0.8850463
534.616  0.8851844
534.759  0.8852735
534.902  0.8853616
535.046  0.8855099
535.189  0.8856471
535.332  0.8857438
535.475  0.8858510
535.619  0.8859668
535.762  0.8860600
535.906  0.8861562
536.049  0.8862163
536.193  0.8862046
536.337  0.8863853
536.481  0.8864465
536.625  0.8865607
536.769  0.8866713
536.913  0.8867753
537.057  0.8868517
537.201  0.8869090
537.346  0.8869857
537.490  0.8870731
537.634  0.8871467
537.779  0.8870288
537.924  0.8872225
538.068  0.8872252
538.213  0.8871150
538.358  0.8872247
538.503  0.8871737
538.648  0.8874164
538.793  0.8870704
538.938  0.8873423
539.084  0.8874365
539.229  0.8873156
539.374  0.8874865
539.520  0.8878194
539.665  0.8876014
539.811  0.8872406
539.957  0.8866576
540.103  0.8878657
540.249  0.8878075
540.394  0.8867508
540.541  0.8879328
540.687  0.8874461
540.833  0.8864875
540.979  0.8858670
541.126  0.8850301
541.272  0.8878771
541.419  0.8854658
541.565  0.8848102
541.712  0.8872740
541.859  0.8873408
542.005  0.8872802
542.152  0.8853247
542.299  0.8875668
542.446  0.8862856
542.594  0.8878961
542.741  0.8881536
542.888  0.8878856
543.036  0.8875005
543.183  0.8880012
543.331  0.8878619
543.478  0.8879452
543.626  0.8868287
543.774  0.8861729
543.922  0.8871262
544.070  0.8879271
544.218  0.8884525
544.366  0.8880213
544.514  0.8876836
544.662  0.8886937
544.811  0.8882933
544.959  0.8874942
545.108  0.8869306
545.256  0.8888357
545.405  0.8884500
545.554  0.8891658
545.703  0.8877798
545.852  0.8864118
546.001  0.8883457
546.150  0.8871043
546.299  0.8883131
546.448  0.8864454
546.597  0.8888198
546.747  0.8890934
546.896  0.8882784
547.046  0.8898771
547.196  0.8881600
547.345  0.8900157
547.495  0.8891285
547.645  0.8901928
547.795  0.8894392
547.945  0.8889913
548.095  0.8900114
548.246  0.8896470
548.396  0.8902152
548.546  0.8901593
548.697  0.8904382
548.847  0.8897439
548.998  0.8906134
549.149  0.8904614
549.300  0.8904882
549.451  0.8907873
549.602  0.8905040
549.753  0.8907418
549.904  0.8907719
550.055  0.8908413
550.206  0.8912287
550.358  0.8910428
550.509  0.8913020
550.661  0.8914337
550.812  0.8915090
550.964  0.8913880
551.116  0.8914565
551.268  0.8916560
551.420  0.8918849
551.572  0.8917669
551.724  0.8917368
551.876  0.8920307
552.029  0.8920966
552.181  0.8920871
552.334  0.8919844
552.486  0.8920767
552.639  0.8920296
552.792  0.8922384
552.944  0.8921765
553.097  0.8922218
553.250  0.8922680
553.403  0.8923921
553.557  0.8924887
553.710  0.8925550
553.863  0.8925704
554.017  0.8926421
554.170  0.8926757
554.324  0.8927311
554.477  0.8927834
554.631  0.8928561
554.785  0.8929200
554.939  0.8929801
555.093  0.8930123
555.247  0.8930338
555.401  0.8930651
555.556  0.8931149
555.710  0.8931765
555.864  0.8931977
556.019  0.8932434
556.174  0.8932471
556.328  0.8932461
556.483  0.8932556
556.638  0.8932699
556.793  0.8933146
556.948  0.8933199
557.103  0.8933413
557.258  0.8933601
557.414  0.8933622
557.569  0.8933864
557.724  0.8933872
557.880  0.8933857
558.036  0.8933697
558.191  0.8933701
558.347  0.8933934
558.503  0.8934190
558.659  0.8934186
558.815  0.8934307
558.971  0.8934487
559.128  0.8934728
559.284  0.8934649
559.441  0.8934357
559.597  0.8934388
559.754  0.8934693
559.910  0.8934441
560.067  0.8934223
560.224  0.8934119
560.381  0.8933856
560.538  0.8933885
560.695  0.8933667
560.852  0.8933681
561.010  0.8933202
561.167  0.8933187
561.325  0.8933346
561.482  0.8933080
561.640  0.8932907
561.798  0.8932923
561.956  0.8932891
562.114  0.8932942
562.272  0.8932894
562.430  0.8932591
562.588  0.8932207
562.746  0.8932206
562.905  0.8930936
563.063  0.8932106
563.222  0.8931869
563.380  0.8929957
563.539  0.8930811
563.698  0.8930326
563.857  0.8931577
564.016  0.8930654
564.175  0.8930925
564.334  0.8930767
564.493  0.8931180
564.653  0.8931534
564.812  0.8932353
564.972  0.8932819
565.131  0.8931740
565.291  0.8932700
565.451  0.8933682
565.611  0.8933127
565.771  0.8934974
565.931  0.8935158
566.091  0.8935810
566.251  0.8935763
566.412  0.8934452
566.572  0.8937325
566.733  0.8932622
566.893  0.8934258
567.054  0.8936845
567.215  0.8935048
567.376  0.8934861
567.537  0.8925679
567.698  0.8932564
567.859  0.8927498
568.020  0.8936824
568.182  0.8919442
568.343  0.8910840
568.505  0.8890918
568.666  0.8902820
568.828  0.8880791
568.990  0.8914870
569.152  0.8857549
569.314  0.8937598
569.476  0.8861799
569.638  0.8931595
569.801  0.8912440
569.963  0.8877714
570.125  0.8896567
570.288  0.8897964
570.451  0.8928083
570.613  0.8930465
570.776  0.8929383
570.939  0.8937043
571.102  0.8940833
571.265  0.8919816
571.429  0.8939965
571.592  0.8925908
571.755  0.8940907
571.919  0.8906985
572.082  0.8887788
572.246  0.8925359
572.410  0.8910174
572.574  0.8926096
572.738  0.8944936
572.902  0.8913735
573.066  0.8885875
573.230  0.8943456
573.394  0.8935146
573.559  0.8944532
573.724  0.8934311
573.888  0.8905743
574.053  0.8941447
574.218  0.8949826
574.383  0.8924247
574.548  0.8945407
574.713  0.8890560
574.878  0.8939778
575.043  0.8956067
575.208  0.8953579
575.374  0.8936430
575.540  0.8934546
575.705  0.8951497
575.871  0.8955802
576.037  0.8946134
576.203  0.8959294
576.369  0.8948925
576.535  0.8950057
576.701  0.8968162
576.868  0.8955336
577.034  0.8959784
577.201  0.8964465
577.367  0.8947469
577.534  0.8959026
577.701  0.8965236
577.868  0.8971724
578.035  0.8973735
578.202  0.8975210
578.369  0.8969506
578.536  0.8975836
578.704  0.8977221
578.871  0.8977748
579.039  0.8979384
579.206  0.8981787
579.374  0.8982962
579.542  0.8980116
579.710  0.8986535
579.878  0.8984721
580.046  0.8987824
580.215  0.8989102
580.383  0.8991228
580.552  0.8992253
580.720  0.8987636
580.889  0.8995624
581.058  0.8997537
581.226  0.8999190
581.395  0.9000261
581.564  0.8997451
581.734  0.9000572
581.903  0.9001300
582.072  0.9002773
582.242  0.9003994
582.411  0.9000703
582.581  0.9006218
582.751  0.9008901
582.920  0.9002277
583.090  0.9007644
583.260  0.9009974
583.431  0.9009318
583.601  0.9007108
583.771  0.9012630
583.942  0.9009583
584.112  0.9013183
584.283  0.9012998
584.454  0.9009624
584.624  0.9016926
584.795  0.9010939
584.966  0.9013488
585.138  0.9019042
585.309  0.9003546
585.480  0.9021606
585.651  0.9013189
585.823  0.9022228
585.995  0.9014588
586.167  0.9004206
586.338  0.9003325
586.510  0.9019848
586.682  0.8990726
586.854  0.9007188
587.027  0.9015014
587.199  0.8979041
587.372  0.9000148
587.544  0.9002822
587.717  0.8937783
587.889  0.8980020
588.062  0.8945797
588.235  0.8920393
588.408  0.8891650
588.581  0.8888672
588.755  0.8783564
588.928  0.8789277
589.102  0.8736757
589.275  0.8796049
589.449  0.8803234
589.623  0.8925797
589.797  0.8859766
589.971  0.8779619
590.145  0.8684223
590.319  0.8723921
590.493  0.8919708
590.667  0.8944532
590.842  0.8942824
591.017  0.8847344
591.191  0.8821371
591.366  0.8951724
591.541  0.8880127
591.716  0.8855946
591.891  0.8948568
592.066  0.8507739
592.242  0.8927025
592.417  0.8882052
592.593  0.8630288
592.768  0.9012586
592.944  0.8947113
593.120  0.8991336
593.296  0.8863388
593.472  0.8924913
593.648  0.8994516
593.824  0.8971970
594.001  0.8972948
594.177  0.8914114
594.354  0.8443530
594.530  0.8953974
594.707  0.8700574
594.884  0.8812961
595.061  0.8766627
595.238  0.8902504
595.415  0.9025226
595.593  0.8954469
595.770  0.8957952
595.948  0.8818538
596.125  0.8980389
596.303  0.9003096
596.481  0.8987563
596.659  0.9013240
596.837  0.8886990
597.015  0.8800754
597.193  0.8975281
597.372  0.8945013
597.550  0.9020879
597.729  0.8911791
597.907  0.8853880
598.086  0.9018916
598.265  0.8970520
598.444  0.9012782
598.623  0.8970080
598.802  0.8998817
598.982  0.8984907
599.161  0.8925640
599.341  0.8990197
599.520  0.9012253
599.700  0.9002565
599.880  0.8998679
600.060  0.8989071
600.240  0.9017320
600.420  0.9011017
600.601  0.9009954
600.781  0.9028245
600.962  0.9029926
601.142  0.9027100
601.323  0.9029431
601.504  0.9036404
601.685  0.9002202
601.866  0.9041452
602.047  0.9034450
602.228  0.9041708
602.410  0.9042875
602.591  0.9039146
602.773  0.9041943
602.954  0.9041484
603.136  0.9047079
603.318  0.9044285
603.500  0.9050079
603.682  0.9048746
603.865  0.9050095
604.047  0.9053043
604.230  0.9049581
604.412  0.9055210
604.595  0.9056364
604.778  0.9057412
604.961  0.9058354
605.144  0.9059385
605.327  0.9060595
605.510  0.9061814
605.694  0.9062977
605.877  0.9064289
606.061  0.9065718
606.244  0.9067107
606.428  0.9068505
606.612  0.9069768
606.796  0.9071078
606.980  0.9072508
607.165  0.9074062
607.349  0.9075418
607.533  0.9076860
607.718  0.9078049
607.903  0.9079404
608.088  0.9080895
608.273  0.9082520
608.458  0.9084008
608.643  0.9085540
608.828  0.9087052
609.013  0.9088484
609.199  0.9090071
609.385  0.9091731
609.570  0.9093197
609.756  0.9094737
609.942  0.9096254
610.128  0.9097836
610.314  0.9099353
610.501  0.9100983
610.687  0.9102413
610.874  0.9103705
611.060  0.9105100
611.247  0.9106450
611.434  0.9107638
611.621  0.9109140
611.808  0.9110625
611.995  0.9112028
612.182  0.9113028
612.370  0.9114725
612.557  0.9115619
612.745  0.9116966
612.933  0.9119188
613.121  0.9121134
613.309  0.9122695
613.497  0.9124174
613.685  0.9125548
613.874  0.9126827
614.062  0.9128540
614.251  0.9129764
614.439  0.9131224
614.628  0.9132798
614.817  0.9134293
615.006  0.9135608
615.195  0.9137025
615.385  0.9138267
615.574  0.9139524
615.764  0.9140761
615.953  0.9142123
616.143  0.9143355
616.333  0.9144604
616.523  0.9145785
616.713  0.9146906
616.903  0.9148378
617.094  0.9149840
617.284  0.9151216
617.475  0.9152599
617.665  0.9153761
617.856  0.9155113
618.047  0.9156636
618.238  0.9158042
618.429  0.9159427
618.620  0.9160732
618.812  0.9161915
619.003  0.9163084
619.195  0.9164339
619.387  0.9165230
619.579  0.9166356
619.771  0.9167501
619.963  0.9168676
620.155  0.9169624
620.347  0.9170462
620.540  0.9171703
620.732  0.9172688
620.925  0.9174043
621.118  0.9175224
621.311  0.9176579
621.504  0.9177910
621.697  0.9179011
621.891  0.9180349
622.084  0.9181447
622.278  0.9182558
622.471  0.9183504
622.665  0.9184495
622.859  0.9185829
623.053  0.9186724
623.247  0.9187812
623.441  0.9188881
623.636  0.9189882
623.830  0.9191113
624.025  0.9192249
624.220  0.9193191
624.415  0.9194378
624.610  0.9195445
624.805  0.9194253
625.000  0.9197567
625.195  0.9196411
625.391  0.9200059
625.586  0.9201291
625.782  0.9199659
625.978  0.9198980
626.174  0.9204227
626.370  0.9186162
626.566  0.9195008
626.763  0.9201081
626.959  0.9177084
627.156  0.9198803
627.353  0.9172116
627.549  0.9208940
627.746  0.9182850
627.943  0.8539644
628.141  0.8768253
628.338  0.8969506
628.536  0.9061577
628.733  0.9160627
628.931  0.9155440
629.129  0.9056639
629.327  0.9116292
629.525  0.9077941
629.723  0.8990166
629.921  0.9099308
630.120  0.9107335
630.318  0.9146010
630.517  0.9138271
630.716  0.9156285
630.915  0.9158965
631.114  0.9171566
631.313  0.9182913
631.512  0.9190269
631.712  0.9161782
631.911  0.9194831
632.111  0.9153398
632.311  0.9223597
632.511  0.9177219
632.711  0.9226860
632.911  0.9233756
633.112  0.9213498
633.312  0.9221490
633.513  0.9232904
633.714  0.9236578
633.914  0.9246635
634.115  0.9247877
634.317  0.9213207
634.518  0.9250203
634.719  0.9250798
634.921  0.9218231
635.122  0.9257374
635.324  0.9223985
635.526  0.9260167
635.728  0.9250196
635.930  0.9252322
636.132  0.9248628
636.335  0.9241387
636.537  0.9262936
636.740  0.9265632
636.943  0.9254081
637.146  0.9261750
637.349  0.9240215
637.552  0.9263260
637.755  0.9271217
637.958  0.9275678
638.162  0.9269638
638.366  0.9266527
638.570  0.9271567
638.774  0.9274851
638.978  0.9276363
639.182  0.9270057
639.386  0.9276812
639.591  0.9279310
639.795  0.9282301
640.000  0.9279720
640.205  0.9281318
640.410  0.9281582
640.615  0.9286131
640.820  0.9288117
641.026  0.9273731
641.231  0.9288944
641.437  0.9293474
641.643  0.9290668
641.849  0.9288232
642.055  0.9291886
642.261  0.9298244
642.467  0.9298317
642.673  0.9282429
642.880  0.9301905
643.087  0.9300765
643.294  0.9297766
643.501  0.9279868
643.708  0.9294391
643.915  0.9309428
644.122  0.9291456
644.330  0.9303638
644.538  0.9287838
644.745  0.9295111
644.953  0.9288600
645.161  0.9299626
645.369  0.9304630
645.578  0.9263030
645.786  0.9291846
645.995  0.9250506
646.204  0.9234508
646.412  0.9264987
646.621  0.9210341
646.831  0.9216663
647.040  0.9153615
647.249  0.9249869
647.459  0.9132540
647.668  0.8990906
647.878  0.9201200
648.088  0.9094804
648.298  0.9273269
648.508  0.9037358
648.719  0.9219172
648.929  0.9181104
649.140  0.9276629
649.351  0.9157425
649.562  0.9136982
649.773  0.9163823
649.984  0.9257619
650.195  0.9332759
650.406  0.9299048
650.618  0.9270318
650.830  0.9336455
651.042  0.9248676
651.254  0.9336901
651.466  0.9232704
651.678  0.9065258
651.890  0.8915712
652.103  0.9192461
652.316  0.9310311
652.529  0.9194538
652.742  0.9337854
652.955  0.9340582
653.168  0.9317959
653.381  0.9235740
653.595  0.9253260
653.808  0.9295772
654.022  0.9349504
654.236  0.9341878
654.450  0.9288237
654.664  0.9153575
654.879  0.9290578
655.093  0.9218785
655.308  0.9340129
655.523  0.9151217
655.738  0.9332047
655.953  0.9230408
656.168  0.9316281
656.383  0.9310560
656.599  0.9206786
656.814  0.9359427
657.030  0.9298142
657.246  0.9343832
657.462  0.9254921
657.678  0.9219325
657.895  0.9364951
658.111  0.9365572
658.328  0.9331231
658.545  0.9337137
658.761  0.9283653
658.979  0.9357521
659.196  0.9379059
659.413  0.9375431
659.631  0.9353939
659.848  0.9373038
660.066  0.9340809
660.284  0.9375803
660.502  0.9364153
660.720  0.9374139
660.939  0.9391697
661.157  0.9387884
661.376  0.9368190
661.594  0.9396641
661.813  0.9390353
662.032  0.9395960
662.252  0.9394958
662.471  0.9393684
662.690  0.9401735
662.910  0.9387441
663.130  0.9397706
663.350  0.9396892
663.570  0.9397311
663.790  0.9406755
664.011  0.9404524
664.231  0.9404606
664.452  0.9395528
664.673  0.9405397
664.894  0.9410560
665.115  0.9405093
665.336  0.9412117
665.557  0.9411314
665.779  0.9413589
666.001  0.9416868
666.223  0.9412968
666.445  0.9414098
666.667  0.9413807
666.889  0.9420955
667.111  0.9422039
667.334  0.9418213
667.557  0.9423700
667.780  0.9425222
668.003  0.9426111
668.226  0.9427212
668.449  0.9425353
668.673  0.9429283
668.896  0.9430267
669.120  0.9431276
669.344  0.9432375
669.568  0.9433312
669.792  0.9434275
670.017  0.9434849
670.241  0.9436278
670.466  0.9437332
670.691  0.9438496
670.916  0.9439361
671.141  0.9440293
671.366  0.9441320
671.592  0.9442359
671.817  0.9443386
672.043  0.9444396
672.269  0.9445354
672.495  0.9446278
672.721  0.9447361
672.948  0.9448316
673.174  0.9449233
673.401  0.9449971
673.628  0.9451017
673.854  0.9452184
674.082  0.9452990
674.309  0.9453944
674.536  0.9454826
674.764  0.9455803
674.992  0.9456660
675.219  0.9457596
675.447  0.9458590
675.676  0.9459401
675.904  0.9460326
676.133  0.9461326
676.361  0.9462230
676.590  0.9463064
676.819  0.9464017
677.048  0.9464957
677.277  0.9465872
677.507  0.9466697
677.736  0.9467726
677.966  0.9468676
678.196  0.9469460
678.426  0.9470445
678.656  0.9471214
678.887  0.9471957
679.117  0.9472820
679.348  0.9473655
679.579  0.9474426
679.810  0.9475229
680.041  0.9476046
680.272  0.9475110
680.504  0.9475690
680.735  0.9478344
680.967  0.9476265
681.199  0.9479004
681.431  0.9479507
681.663  0.9476767
681.896  0.9478470
682.128  0.9482948
682.361  0.9481390
682.594  0.9475907
682.827  0.9482718
683.060  0.9481908
683.293  0.9486582
683.527  0.9482908
683.761  0.9488169
683.995  0.9479437
684.229  0.9485211
684.463  0.9479385
684.697  0.9482879
684.932  0.9487428
685.166  0.9492721
685.401  0.9488773
685.636  0.9484241
685.871  0.9491770
686.106  0.9489501
686.342  0.9487687
686.577  0.9482260
686.813  0.9238450
687.049  0.6199405
687.285  0.6773772
687.521  0.6981922
687.758  0.7163311
687.995  0.7984604
688.231  0.9026782
688.468  0.8902332
688.705  0.8575920
688.943  0.8410621
689.180  0.7712500
689.417  0.7807422
689.655  0.9368098
689.893  0.7813699
690.131  0.8815616
690.369  0.8758973
690.608  0.8078305
690.846  0.9410868
691.085  0.8325598
691.324  0.9446131
691.563  0.8391146
691.802  0.9450652
692.042  0.8641430
692.281  0.9444176
692.521  0.8638754
692.761  0.9348515
693.001  0.9218871
693.241  0.8937447
693.481  0.9063805
693.722  0.9238824
693.963  0.9168719
694.203  0.8715440
694.444  0.9107438
694.686  0.9217565
694.927  0.9000210
695.169  0.9093588
695.410  0.9418657
695.652  0.9235642
695.894  0.8906371
696.136  0.9194960
696.379  0.9154751
696.621  0.9353925
696.864  0.9522263
697.107  0.9520802
697.350  0.9372002
697.593  0.9487137
697.837  0.9395618
698.080  0.9476159
698.324  0.9382803
698.568  0.9460339
698.812  0.9196579
699.056  0.9084990
699.301  0.9291710
699.545  0.9066293
699.790  0.9512654
700.035  0.9027993
700.280  0.9493540
700.525  0.9340028
700.771  0.9006676
701.016  0.9401525
701.262  0.9177335
701.508  0.9469810
701.754  0.8991500
702.001  0.9435434
702.247  0.9331409
702.494  0.9196042
702.741  0.9406878
