# wavelen(nm)  Transmission(atmos) - MC 4/2010
354.673  0.6060145
354.736  0.6062405
354.799  0.6064931
354.862  0.6067277
354.925  0.6069550
354.988  0.6071745
355.051  0.6074365
355.114  0.6076588
355.177  0.6078864
355.240  0.6081125
355.303  0.6083280
355.366  0.6085486
355.429  0.6087795
355.492  0.6089934
355.556  0.6092418
355.619  0.6094840
355.682  0.6097105
355.745  0.6099398
355.809  0.6101707
355.872  0.6103382
355.935  0.6105536
355.999  0.6107595
356.062  0.6109602
356.125  0.6111618
356.189  0.6113711
356.252  0.6115732
356.316  0.6117734
356.379  0.6119755
356.443  0.6121745
356.506  0.6123594
356.570  0.6125310
356.633  0.6126671
356.697  0.6128107
356.761  0.6129840
356.824  0.6131537
356.888  0.6133493
356.952  0.6135302
357.015  0.6137466
357.079  0.6139570
357.143  0.6141808
357.207  0.6144152
357.270  0.6146611
357.334  0.6148639
357.398  0.6150878
357.462  0.6153229
357.526  0.6155660
357.590  0.6158272
357.654  0.6160528
357.718  0.6162835
357.782  0.6164837
357.846  0.6167202
357.910  0.6169535
357.974  0.6171796
358.038  0.6174067
358.102  0.6176476
358.166  0.6178960
358.230  0.6181101
358.295  0.6183358
358.359  0.6185829
358.423  0.6188101
358.487  0.6190316
358.551  0.6192612
358.616  0.6195017
358.680  0.6197295
358.744  0.6199702
358.809  0.6201928
358.873  0.6204041
358.938  0.6206165
359.002  0.6208179
359.066  0.6210281
359.131  0.6212589
359.195  0.6214619
359.260  0.6216528
359.324  0.6218627
359.389  0.6220477
359.454  0.6222575
359.518  0.6224568
359.583  0.6226666
359.648  0.6228786
359.712  0.6230988
359.777  0.6233165
359.842  0.6235288
359.906  0.6237311
359.971  0.6239159
360.036  0.6241209
360.101  0.6243248
360.166  0.6245205
360.231  0.6247420
360.295  0.6249240
360.360  0.6251181
360.425  0.6253100
360.490  0.6254929
360.555  0.6256799
360.620  0.6258631
360.685  0.6260693
360.750  0.6262728
360.815  0.6264640
360.881  0.6266769
360.946  0.6269184
361.011  0.6271518
361.076  0.6273550
361.141  0.6275692
361.206  0.6277970
361.272  0.6280178
361.337  0.6282386
361.402  0.6284593
361.468  0.6286923
361.533  0.6289254
361.598  0.6291337
361.664  0.6293501
361.729  0.6295597
361.794  0.6297720
361.860  0.6299773
361.925  0.6301963
361.991  0.6303960
362.056  0.6306095
362.122  0.6308091
362.188  0.6310293
362.253  0.6312136
362.319  0.6314172
362.384  0.6316537
362.450  0.6318572
362.516  0.6320510
362.582  0.6322723
362.647  0.6325045
362.713  0.6326953
362.779  0.6328902
362.845  0.6331154
362.911  0.6333351
362.976  0.6335644
363.042  0.6337825
363.108  0.6339786
363.174  0.6341939
363.240  0.6344050
363.306  0.6346479
363.372  0.6348617
363.438  0.6350560
363.504  0.6352946
363.570  0.6355235
363.636  0.6357482
363.703  0.6359784
363.769  0.6361850
363.835  0.6363568
363.901  0.6365507
363.967  0.6367245
364.033  0.6369275
364.100  0.6371097
364.166  0.6373070
364.232  0.6374973
364.299  0.6376903
364.365  0.6378679
364.431  0.6380455
364.498  0.6382147
364.564  0.6383990
364.631  0.6385847
364.697  0.6387732
364.764  0.6389716
364.830  0.6391565
364.897  0.6393398
364.964  0.6395328
365.030  0.6397023
365.097  0.6399116
365.163  0.6401169
365.230  0.6403088
365.297  0.6405153
365.364  0.6407504
365.430  0.6410090
365.497  0.6412313
365.564  0.6414676
365.631  0.6416772
365.698  0.6418854
365.764  0.6421299
365.831  0.6423646
365.898  0.6425964
365.965  0.6428464
366.032  0.6430950
366.099  0.6433408
366.166  0.6435753
366.233  0.6437972
366.300  0.6440386
366.367  0.6442449
366.435  0.6444638
366.502  0.6446616
366.569  0.6448495
366.636  0.6450556
366.703  0.6452531
366.771  0.6454324
366.838  0.6456018
366.905  0.6458033
366.972  0.6459795
367.040  0.6461627
367.107  0.6463416
367.175  0.6465106
367.242  0.6467288
367.309  0.6469357
367.377  0.6471397
367.444  0.6473379
367.512  0.6475729
367.579  0.6477725
367.647  0.6479607
367.715  0.6481645
367.782  0.6483752
367.850  0.6485773
367.918  0.6487965
367.985  0.6489999
368.053  0.6492275
368.121  0.6494535
368.189  0.6496483
368.256  0.6498658
368.324  0.6500889
368.392  0.6502849
368.460  0.6505193
368.528  0.6507308
368.596  0.6509578
368.664  0.6511481
368.732  0.6513297
368.800  0.6515283
368.868  0.6517438
368.936  0.6519493
369.004  0.6521349
369.072  0.6523119
369.140  0.6525016
369.208  0.6527083
369.276  0.6529307
369.344  0.6531102
369.413  0.6533281
369.481  0.6535660
369.549  0.6537853
369.617  0.6539989
369.686  0.6541981
369.754  0.6543902
369.822  0.6545522
369.891  0.6547397
369.959  0.6549543
370.028  0.6551417
370.096  0.6553734
370.165  0.6555879
370.233  0.6557779
370.302  0.6559894
370.370  0.6562280
370.439  0.6564666
370.508  0.6566822
370.576  0.6568792
370.645  0.6571220
370.714  0.6573174
370.782  0.6575256
370.851  0.6577181
370.920  0.6578890
370.989  0.6580382
371.057  0.6582375
371.126  0.6584412
371.195  0.6586319
371.264  0.6587923
371.333  0.6589843
371.402  0.6591431
371.471  0.6593061
371.540  0.6594749
371.609  0.6596435
371.678  0.6598150
371.747  0.6599792
371.816  0.6601980
371.885  0.6603793
371.955  0.6605822
372.024  0.6607950
372.093  0.6610050
372.162  0.6611817
372.232  0.6613786
372.301  0.6615898
372.370  0.6617981
372.439  0.6620106
372.509  0.6622231
372.578  0.6624687
372.648  0.6626883
372.717  0.6629108
372.787  0.6631275
372.856  0.6633730
372.926  0.6635853
372.995  0.6637945
373.065  0.6640152
373.134  0.6642230
373.204  0.6644234
373.274  0.6646354
373.343  0.6648531
373.413  0.6650678
373.483  0.6652651
373.552  0.6654653
373.622  0.6656319
373.692  0.6658043
373.762  0.6659999
373.832  0.6662070
373.902  0.6663851
373.972  0.6666168
374.042  0.6668222
374.111  0.6670364
374.181  0.6672549
374.251  0.6674996
374.322  0.6677267
374.392  0.6679407
374.462  0.6681327
374.532  0.6683365
374.602  0.6685138
374.672  0.6686999
374.742  0.6689005
374.813  0.6690748
374.883  0.6692562
374.953  0.6694071
375.023  0.6695563
375.094  0.6697243
375.164  0.6698864
375.235  0.6700704
375.305  0.6702353
375.375  0.6704235
375.446  0.6706248
375.516  0.6708041
375.587  0.6709994
375.657  0.6712035
375.728  0.6714031
375.799  0.6715909
375.869  0.6717230
375.940  0.6718579
376.011  0.6720308
376.081  0.6722095
376.152  0.6723940
376.223  0.6725741
376.294  0.6727716
376.364  0.6730131
376.435  0.6732136
376.506  0.6734286
376.577  0.6736891
376.648  0.6738981
376.719  0.6741379
376.790  0.6744012
376.861  0.6746396
376.932  0.6748485
377.003  0.6750867
377.074  0.6753234
377.145  0.6755365
377.216  0.6757791
377.287  0.6759981
377.358  0.6762170
377.430  0.6764063
377.501  0.6766060
377.572  0.6768128
377.643  0.6770065
377.715  0.6771779
377.786  0.6773669
377.858  0.6775647
377.929  0.6777787
378.000  0.6780016
378.072  0.6782022
378.143  0.6784013
378.215  0.6785841
378.286  0.6787490
378.358  0.6789331
378.430  0.6791215
378.501  0.6793366
378.573  0.6795160
378.644  0.6796880
378.716  0.6798881
378.788  0.6800510
378.860  0.6802450
378.931  0.6804270
379.003  0.6806076
379.075  0.6807836
379.147  0.6809238
379.219  0.6810833
379.291  0.6812250
379.363  0.6813873
379.435  0.6815049
379.507  0.6816670
379.579  0.6818811
379.651  0.6820387
379.723  0.6822451
379.795  0.6824457
379.867  0.6826625
379.939  0.6828734
380.011  0.6831020
380.084  0.6832725
380.156  0.6834772
380.228  0.6836983
380.300  0.6838998
380.373  0.6841027
380.445  0.6842653
380.518  0.6844517
380.590  0.6846590
380.662  0.6848886
380.735  0.6851031
380.807  0.6853013
380.880  0.6855262
380.952  0.6857347
381.025  0.6859252
381.098  0.6861410
381.170  0.6863149
381.243  0.6864962
381.316  0.6867193
381.388  0.6869305
381.461  0.6871236
381.534  0.6872927
381.607  0.6874826
381.679  0.6876635
381.752  0.6878923
381.825  0.6881136
381.898  0.6882793
381.971  0.6884450
382.044  0.6886375
382.117  0.6888526
382.190  0.6891006
382.263  0.6893306
382.336  0.6895695
382.409  0.6897799
382.482  0.6899796
382.555  0.6901463
382.629  0.6903203
382.702  0.6904913
382.775  0.6906969
382.848  0.6909038
382.922  0.6910806
382.995  0.6912618
383.068  0.6914340
383.142  0.6915971
383.215  0.6917871
383.289  0.6919726
383.362  0.6921958
383.436  0.6923676
383.509  0.6925484
383.583  0.6927170
383.656  0.6928660
383.730  0.6930058
383.803  0.6931545
383.877  0.6933546
383.951  0.6935651
384.025  0.6937802
384.098  0.6939922
384.172  0.6941754
384.246  0.6943191
384.320  0.6944977
384.394  0.6946548
384.467  0.6948317
384.541  0.6950236
384.615  0.6951805
384.689  0.6953328
384.763  0.6955578
384.837  0.6958054
384.911  0.6960167
384.986  0.6962431
385.060  0.6964649
385.134  0.6966546
385.208  0.6968323
385.282  0.6970402
385.356  0.6972298
385.431  0.6973981
385.505  0.6975344
385.579  0.6976705
385.654  0.6978735
385.728  0.6981116
385.802  0.6983510
385.877  0.6985722
385.951  0.6988131
386.026  0.6990296
386.100  0.6992354
386.175  0.6994426
386.250  0.6996331
386.324  0.6998448
386.399  0.7000351
386.473  0.7002070
386.548  0.7003803
386.623  0.7005460
386.698  0.7006918
386.772  0.7008588
386.847  0.7010349
386.922  0.7011895
386.997  0.7013564
387.072  0.7015368
387.147  0.7017294
387.222  0.7018991
387.297  0.7020794
387.372  0.7022504
387.447  0.7024443
387.522  0.7026459
387.597  0.7028213
387.672  0.7029889
387.747  0.7031688
387.822  0.7033501
387.898  0.7035774
387.973  0.7037831
388.048  0.7039919
388.123  0.7041807
388.199  0.7043878
388.274  0.7045980
388.350  0.7047758
388.425  0.7049688
388.500  0.7051543
388.576  0.7053180
388.651  0.7054833
388.727  0.7056684
388.802  0.7058351
388.878  0.7059678
388.954  0.7061173
389.029  0.7062699
389.105  0.7064639
389.181  0.7066656
389.257  0.7068595
389.332  0.7070426
389.408  0.7072981
389.484  0.7075274
389.560  0.7077426
389.636  0.7079039
389.712  0.7080758
389.788  0.7082400
389.864  0.7084057
389.940  0.7086051
390.016  0.7088030
390.092  0.7089560
390.168  0.7091135
390.244  0.7092973
390.320  0.7094948
390.396  0.7097185
390.472  0.7099315
390.549  0.7101073
390.625  0.7103139
390.701  0.7105159
390.778  0.7106975
390.854  0.7108699
390.930  0.7110360
391.007  0.7111958
391.083  0.7113866
391.160  0.7115866
391.236  0.7117927
391.313  0.7119336
391.389  0.7120559
391.466  0.7121624
391.543  0.7122922
391.619  0.7123970
391.696  0.7125685
391.773  0.7127913
391.850  0.7130451
391.926  0.7133081
392.003  0.7135462
392.080  0.7137627
392.157  0.7139509
392.234  0.7141143
392.311  0.7143055
392.388  0.7144920
392.465  0.7146660
392.542  0.7148712
392.619  0.7150310
392.696  0.7152095
392.773  0.7154519
392.850  0.7156863
392.927  0.7159302
393.005  0.7161725
393.082  0.7163866
393.159  0.7165944
393.236  0.7167896
393.314  0.7169426
393.391  0.7170971
393.468  0.7172499
393.546  0.7174105
393.623  0.7175851
393.701  0.7177878
393.778  0.7179669
393.856  0.7181240
393.933  0.7183031
394.011  0.7185149
394.089  0.7187345
394.166  0.7189242
394.244  0.7191045
394.322  0.7192911
394.400  0.7194838
394.477  0.7196639
394.555  0.7198691
394.633  0.7200271
394.711  0.7201536
394.789  0.7202895
394.867  0.7204268
394.945  0.7206018
395.023  0.7207405
395.101  0.7208808
395.179  0.7210004
395.257  0.7211138
395.335  0.7212758
395.413  0.7214487
395.491  0.7216671
395.570  0.7218713
395.648  0.7220282
395.726  0.7221629
395.804  0.7223165
395.883  0.7225787
395.961  0.7228203
396.040  0.7230305
396.118  0.7232610
396.197  0.7234584
396.275  0.7236841
396.354  0.7239067
396.432  0.7241166
396.511  0.7243123
396.589  0.7245094
396.668  0.7246701
396.747  0.7248418
396.825  0.7250198
396.904  0.7252151
396.983  0.7253834
397.062  0.7255707
397.141  0.7257864
397.219  0.7259672
397.298  0.7261448
397.377  0.7263191
397.456  0.7264348
397.535  0.7265330
397.614  0.7266485
397.693  0.7267813
397.772  0.7268507
397.852  0.7269927
397.931  0.7271586
398.010  0.7273244
398.089  0.7274727
398.168  0.7276462
398.248  0.7277689
398.327  0.7278851
398.406  0.7280934
398.486  0.7283698
398.565  0.7286018
398.645  0.7288306
398.724  0.7291181
398.804  0.7294136
398.883  0.7296391
398.963  0.7298248
399.042  0.7300199
399.122  0.7301880
399.202  0.7303798
399.281  0.7304856
399.361  0.7306152
399.441  0.7307415
399.521  0.7308948
399.600  0.7310305
399.680  0.7311518
399.760  0.7312809
399.840  0.7313797
399.920  0.7314863
400.000  0.7316725
400.080  0.7318555
400.160  0.7320224
400.240  0.7322754
400.320  0.7324135
400.400  0.7325754
400.481  0.7328059
400.561  0.7330125
400.641  0.7331966
400.721  0.7333439
400.802  0.7335134
400.882  0.7337245
400.962  0.7338972
401.043  0.7340793
401.123  0.7342870
401.204  0.7344851
401.284  0.7346879
401.365  0.7348810
401.445  0.7350822
401.526  0.7352591
401.606  0.7354537
401.687  0.7356402
401.768  0.7358523
401.848  0.7360707
401.929  0.7362619
402.010  0.7364962
402.091  0.7367290
402.172  0.7369344
402.253  0.7370981
402.334  0.7372760
402.414  0.7374765
402.495  0.7376720
402.576  0.7378691
402.658  0.7380420
402.739  0.7381923
402.820  0.7383441
402.901  0.7385361
402.982  0.7387442
403.063  0.7389167
403.145  0.7391005
403.226  0.7392568
403.307  0.7394146
403.388  0.7395466
403.470  0.7397059
403.551  0.7398845
403.633  0.7399678
403.714  0.7400494
403.796  0.7401616
403.877  0.7403027
403.959  0.7404970
404.040  0.7407042
404.122  0.7409017
404.204  0.7410990
404.285  0.7413028
404.367  0.7414984
404.449  0.7417022
404.531  0.7418717
404.613  0.7419863
404.694  0.7420052
404.776  0.7421228
404.858  0.7423584
404.940  0.7425324
405.022  0.7425865
405.104  0.7426438
405.186  0.7428079
405.268  0.7430949
405.351  0.7433787
405.433  0.7436301
405.515  0.7438702
405.597  0.7441199
405.680  0.7443404
405.762  0.7445236
405.844  0.7446839
405.927  0.7448328
406.009  0.7450514
406.091  0.7451807
406.174  0.7453082
406.256  0.7455365
406.339  0.7457939
406.421  0.7460237
406.504  0.7462078
406.587  0.7464717
406.669  0.7466720
406.752  0.7468382
406.835  0.7470157
406.918  0.7471686
407.000  0.7473670
407.083  0.7475222
407.166  0.7476739
407.249  0.7478597
407.332  0.7480160
407.415  0.7481136
407.498  0.7482683
407.581  0.7483591
407.664  0.7484238
407.747  0.7485650
407.830  0.7485773
407.914  0.7486580
407.997  0.7489003
408.080  0.7490072
408.163  0.7489638
408.247  0.7489692
408.330  0.7491428
408.413  0.7493262
408.497  0.7495584
408.580  0.7498070
408.664  0.7500473
408.747  0.7503106
408.831  0.7504675
408.914  0.7506243
408.998  0.7508547
409.082  0.7511344
409.165  0.7513108
409.249  0.7514135
409.333  0.7515145
409.417  0.7516580
409.500  0.7518227
409.584  0.7520102
409.668  0.7522584
409.752  0.7525164
409.836  0.7527121
409.920  0.7528846
410.004  0.7530244
410.088  0.7531248
410.172  0.7531365
410.256  0.7531530
410.341  0.7533171
410.425  0.7534796
410.509  0.7536270
410.593  0.7539011
410.678  0.7541570
410.762  0.7543240
410.846  0.7544845
410.931  0.7547304
411.015  0.7549994
411.100  0.7552377
411.184  0.7554578
411.269  0.7556746
411.353  0.7558863
411.438  0.7560947
411.523  0.7563180
411.607  0.7564917
411.692  0.7565910
411.777  0.7567449
411.862  0.7569463
411.946  0.7570967
412.031  0.7572883
412.116  0.7574650
412.201  0.7576384
412.286  0.7578101
412.371  0.7579188
412.456  0.7580540
412.541  0.7580932
412.626  0.7581703
412.711  0.7582904
412.797  0.7584483
412.882  0.7585631
412.967  0.7585985
413.052  0.7586185
413.138  0.7587557
413.223  0.7589044
413.309  0.7589752
413.394  0.7589830
413.479  0.7592074
413.565  0.7593541
413.650  0.7595934
413.736  0.7599055
413.822  0.7601746
413.907  0.7605332
413.993  0.7608073
414.079  0.7610624
414.164  0.7613158
414.250  0.7615161
414.336  0.7617197
414.422  0.7618484
414.508  0.7619089
414.594  0.7620341
414.680  0.7622008
414.766  0.7623791
414.852  0.7625473
414.938  0.7627254
415.024  0.7628253
415.110  0.7629663
415.196  0.7631722
415.282  0.7633996
415.369  0.7636586
415.455  0.7638876
415.541  0.7641283
415.628  0.7643640
415.714  0.7645646
415.800  0.7647251
415.887  0.7648322
415.973  0.7649875
416.060  0.7651897
416.146  0.7653569
416.233  0.7654756
416.320  0.7656243
416.406  0.7658096
416.493  0.7659965
416.580  0.7661449
416.667  0.7662666
416.754  0.7664517
416.840  0.7666299
416.927  0.7667847
417.014  0.7669146
417.101  0.7670093
417.188  0.7671243
417.275  0.7672039
417.362  0.7673236
417.449  0.7675335
417.537  0.7677318
417.624  0.7679466
417.711  0.7680861
417.798  0.7681652
417.885  0.7682526
417.973  0.7684454
418.060  0.7686804
418.148  0.7688081
418.235  0.7688772
418.323  0.7690567
418.410  0.7692430
418.498  0.7693586
418.585  0.7694625
418.673  0.7695998
418.760  0.7697941
418.848  0.7700958
418.936  0.7703068
419.024  0.7704943
419.111  0.7706583
419.199  0.7708020
419.287  0.7708650
419.375  0.7708910
419.463  0.7710462
419.551  0.7712266
419.639  0.7713750
419.727  0.7714459
419.815  0.7716244
419.903  0.7717589
419.992  0.7719726
420.080  0.7722093
420.168  0.7723904
420.256  0.7725210
420.345  0.7725974
420.433  0.7727531
420.521  0.7729187
420.610  0.7731197
420.698  0.7732886
420.787  0.7734692
420.875  0.7735840
420.964  0.7736161
421.053  0.7737959
421.141  0.7739703
421.230  0.7741700
421.319  0.7743865
421.408  0.7746062
421.496  0.7748125
421.585  0.7750018
421.674  0.7751421
421.763  0.7752518
421.852  0.7753902
421.941  0.7754203
422.030  0.7754821
422.119  0.7755957
422.208  0.7757734
422.297  0.7759866
422.387  0.7762082
422.476  0.7763739
422.565  0.7765123
422.654  0.7766627
422.744  0.7768485
422.833  0.7770546
422.922  0.7772284
423.012  0.7773868
423.101  0.7775615
423.191  0.7777513
423.280  0.7779293
423.370  0.7780036
423.460  0.7779999
423.549  0.7781521
423.639  0.7782788
423.729  0.7784037
423.819  0.7785710
423.908  0.7787314
423.998  0.7787322
424.088  0.7787277
424.178  0.7789184
424.268  0.7792212
424.358  0.7792707
424.448  0.7792913
424.538  0.7793663
424.628  0.7796262
424.719  0.7798147
424.809  0.7800032
424.899  0.7801950
424.989  0.7806097
425.080  0.7809931
425.170  0.7811690
425.260  0.7812579
425.351  0.7814438
425.441  0.7816792
425.532  0.7818957
425.622  0.7821225
425.713  0.7823303
425.804  0.7824838
425.894  0.7827376
425.985  0.7828960
426.076  0.7830455
426.167  0.7831612
426.257  0.7833381
426.348  0.7835031
426.439  0.7836596
426.530  0.7838552
426.621  0.7840046
426.712  0.7840514
426.803  0.7840400
426.894  0.7840182
426.985  0.7841247
427.077  0.7843019
427.168  0.7842740
427.259  0.7843419
427.350  0.7844712
427.442  0.7847407
427.533  0.7849400
427.625  0.7849698
427.716  0.7851091
427.807  0.7853065
427.899  0.7853514
427.991  0.7855128
428.082  0.7857936
428.174  0.7859734
428.266  0.7861273
428.357  0.7863481
428.449  0.7866581
428.541  0.7869011
428.633  0.7870428
428.725  0.7871810
428.816  0.7873759
428.908  0.7876289
429.000  0.7878992
429.092  0.7880827
429.185  0.7882456
429.277  0.7884651
429.369  0.7886639
429.461  0.7888215
429.553  0.7889841
429.646  0.7891551
429.738  0.7892778
429.830  0.7893765
429.923  0.7894164
430.015  0.7894079
430.108  0.7895100
430.200  0.7895656
430.293  0.7894902
430.385  0.7895696
430.478  0.7897163
430.571  0.7899073
430.663  0.7899951
430.756  0.7900708
430.849  0.7901963
430.942  0.7904424
431.034  0.7907325
431.127  0.7908215
431.220  0.7909795
431.313  0.7911442
431.406  0.7913296
431.499  0.7914993
431.593  0.7917260
431.686  0.7919630
431.779  0.7921257
431.872  0.7923661
431.965  0.7926099
432.059  0.7928313
432.152  0.7930011
432.246  0.7931516
432.339  0.7933644
432.432  0.7935857
432.526  0.7937361
432.620  0.7937843
432.713  0.7939295
432.807  0.7940120
432.900  0.7940548
432.994  0.7941461
433.088  0.7942561
433.182  0.7943750
433.276  0.7944333
433.369  0.7944948
433.463  0.7946168
433.557  0.7947649
433.651  0.7948141
433.745  0.7949655
433.839  0.7950959
433.934  0.7952228
434.028  0.7954748
434.122  0.7957363
434.216  0.7959352
434.311  0.7960611
434.405  0.7961923
434.499  0.7963146
434.594  0.7963205
434.688  0.7962256
434.783  0.7961115
434.877  0.7962439
434.972  0.7961781
435.066  0.7964819
435.161  0.7966067
435.256  0.7968112
435.350  0.7972260
435.445  0.7975124
435.540  0.7976874
435.635  0.7978258
435.730  0.7979623
435.825  0.7981667
435.920  0.7984353
436.015  0.7985906
436.110  0.7986910
436.205  0.7989199
436.300  0.7991192
436.395  0.7992767
436.491  0.7994655
436.586  0.7996943
436.681  0.7998185
436.777  0.8000122
436.872  0.8002392
436.967  0.8004784
437.063  0.8007404
437.158  0.8009281
437.254  0.8011089
437.350  0.8012635
437.445  0.8014459
437.541  0.8016316
437.637  0.8017721
437.733  0.8019157
437.828  0.8020594
437.924  0.8022363
438.020  0.8024126
438.116  0.8025468
438.212  0.8026478
438.308  0.8027328
438.404  0.8027741
438.500  0.8026928
438.596  0.8024994
438.693  0.8024650
438.789  0.8024674
438.885  0.8025239
438.982  0.8024333
439.078  0.8026194
439.174  0.8029311
439.271  0.8028717
439.367  0.8028821
439.464  0.8030623
439.560  0.8033703
439.657  0.8035748
439.754  0.8039056
439.850  0.8041222
439.947  0.8042004
440.044  0.8044048
440.141  0.8045252
440.238  0.8046966
440.335  0.8049593
440.432  0.8053286
440.529  0.8056265
440.626  0.8059049
440.723  0.8060688
440.820  0.8061662
440.917  0.8063620
441.014  0.8064979
441.112  0.8065987
441.209  0.8067418
441.306  0.8068870
441.404  0.8069130
441.501  0.8073557
441.599  0.8071681
441.696  0.8077024
441.794  0.8074739
441.891  0.8076450
441.989  0.8082042
442.087  0.8083589
442.184  0.8084420
442.282  0.8079212
442.380  0.8082584
442.478  0.8087263
442.576  0.8084523
442.674  0.8074430
442.772  0.8068375
442.870  0.8084538
442.968  0.8083733
443.066  0.8079072
443.164  0.8090109
443.262  0.8094873
443.361  0.8098225
443.459  0.8099604
443.557  0.8098676
443.656  0.8101139
443.754  0.8102431
443.853  0.8097673
443.951  0.8105209
444.050  0.8101913
444.148  0.8108145
444.247  0.8101615
444.346  0.8100818
444.444  0.8109631
444.543  0.8109705
444.642  0.8109497
444.741  0.8111782
444.840  0.8096506
444.939  0.8105217
445.038  0.8104475
445.137  0.8111388
445.236  0.8114498
445.335  0.8105881
445.434  0.8119883
445.534  0.8122291
445.633  0.8115418
445.732  0.8124944
445.831  0.8127412
445.931  0.8117609
446.030  0.8133008
446.130  0.8135508
446.229  0.8136937
446.329  0.8136990
446.429  0.8133264
446.528  0.8135108
446.628  0.8145040
446.728  0.8147115
446.828  0.8147574
446.927  0.8150465
447.027  0.8149887
447.127  0.8148416
447.227  0.8154423
447.327  0.8154751
447.427  0.8156269
447.527  0.8157153
447.628  0.8155962
447.728  0.8158054
447.828  0.8156373
447.928  0.8157203
448.029  0.8156213
448.129  0.8156544
448.229  0.8155428
448.330  0.8154048
448.430  0.8155940
448.531  0.8157364
448.632  0.8158791
448.732  0.8161729
448.833  0.8166182
448.934  0.8169813
449.035  0.8173533
449.135  0.8174590
449.236  0.8175308
449.337  0.8177790
449.438  0.8180465
449.539  0.8182357
449.640  0.8183660
449.741  0.8185284
449.843  0.8187568
449.944  0.8189792
450.045  0.8190959
450.146  0.8193174
450.248  0.8195012
450.349  0.8196439
450.450  0.8197597
450.552  0.8198235
450.653  0.8198497
450.755  0.8198810
450.857  0.8199915
450.958  0.8201408
451.060  0.8202807
451.162  0.8203520
451.264  0.8205233
451.365  0.8207375
451.467  0.8208697
451.569  0.8210174
451.671  0.8211782
451.773  0.8213185
451.875  0.8215055
451.977  0.8217071
452.080  0.8218209
452.182  0.8218169
452.284  0.8219023
452.386  0.8219769
452.489  0.8220462
452.591  0.8222698
452.694  0.8224427
452.796  0.8226047
452.899  0.8226741
453.001  0.8227319
453.104  0.8228626
453.206  0.8230094
453.309  0.8232529
453.412  0.8234877
453.515  0.8236576
453.618  0.8237271
453.721  0.8237748
453.823  0.8238512
453.926  0.8240317
454.030  0.8242112
454.133  0.8244492
454.236  0.8247198
454.339  0.8249056
454.442  0.8250463
454.545  0.8252337
454.649  0.8253547
454.752  0.8254887
454.856  0.8255801
454.959  0.8256110
455.063  0.8255019
455.166  0.8255254
455.270  0.8256624
455.373  0.8258479
455.477  0.8260293
455.581  0.8260960
455.685  0.8262665
455.789  0.8264684
455.892  0.8266119
455.996  0.8267621
456.100  0.8269695
456.204  0.8270789
456.308  0.8271392
456.413  0.8271542
456.517  0.8272923
456.621  0.8274063
456.725  0.8276073
456.830  0.8278171
456.934  0.8279638
457.038  0.8282107
457.143  0.8284479
457.247  0.8285799
457.352  0.8286753
457.457  0.8287297
457.561  0.8287726
457.666  0.8288120
457.771  0.8287976
457.875  0.8287361
457.980  0.8286976
458.085  0.8287282
458.190  0.8288666
458.295  0.8289682
458.400  0.8289930
458.505  0.8290620
458.610  0.8291638
458.716  0.8294681
458.821  0.8296730
458.926  0.8297023
459.031  0.8297625
459.137  0.8299439
459.242  0.8301429
459.348  0.8303132
459.453  0.8305556
459.559  0.8308363
459.664  0.8309813
459.770  0.8309811
459.876  0.8310968
459.982  0.8311127
460.087  0.8311778
460.193  0.8313469
460.299  0.8314431
460.405  0.8315922
460.511  0.8317025
460.617  0.8317014
460.723  0.8318175
460.829  0.8318299
460.936  0.8319168
461.042  0.8319413
461.148  0.8319301
461.255  0.8321634
461.361  0.8324247
461.467  0.8325474
461.574  0.8327173
461.681  0.8329873
461.787  0.8330412
461.894  0.8331454
462.000  0.8333725
462.107  0.8335461
462.214  0.8337354
462.321  0.8339330
462.428  0.8341320
462.535  0.8342817
462.642  0.8344087
462.749  0.8344896
462.856  0.8346232
462.963  0.8347511
463.070  0.8348518
463.177  0.8349179
463.285  0.8349045
463.392  0.8349065
463.499  0.8346853
463.607  0.8345967
463.714  0.8347573
463.822  0.8350541
463.929  0.8351199
464.037  0.8352329
464.145  0.8354219
464.253  0.8356381
464.360  0.8359455
464.468  0.8362128
464.576  0.8364218
464.684  0.8365426
464.792  0.8367679
464.900  0.8369926
465.008  0.8370215
465.116  0.8372011
465.224  0.8374262
465.333  0.8376307
465.441  0.8378059
465.549  0.8379777
465.658  0.8381727
465.766  0.8383806
465.875  0.8385722
465.983  0.8388195
466.092  0.8390346
466.200  0.8392069
466.309  0.8393086
466.418  0.8394666
466.527  0.8395832
466.636  0.8396616
466.744  0.8397868
466.853  0.8398020
466.962  0.8397934
467.071  0.8398404
467.181  0.8398346
467.290  0.8396879
467.399  0.8397321
467.508  0.8396682
467.617  0.8399058
467.727  0.8400492
467.836  0.8403104
467.946  0.8405044
468.055  0.8405525
468.165  0.8407352
468.274  0.8408258
468.384  0.8408931
468.494  0.8409074
468.604  0.8411174
468.713  0.8410512
468.823  0.8413694
468.933  0.8417251
469.043  0.8419373
469.153  0.8418113
469.263  0.8419882
469.373  0.8420488
469.484  0.8423947
469.594  0.8420117
469.704  0.8422936
469.814  0.8422043
469.925  0.8428831
470.035  0.8428083
470.146  0.8425934
470.256  0.8430770
470.367  0.8430069
470.478  0.8433743
470.588  0.8435220
470.699  0.8435640
470.810  0.8437016
470.921  0.8437093
471.032  0.8439347
471.143  0.8441574
471.254  0.8440082
471.365  0.8443390
