# wavelen(nm)  Transmission(atmos) - MC 4/2010
289.729  0.0000000
289.771  0.0000000
289.813  0.0000000
289.855  0.0000000
289.897  0.0000000
289.939  0.0000000
289.981  0.0000000
290.023  0.0000000
290.065  0.0000000
290.107  0.0000000
290.149  0.0000000
290.192  0.0000000
290.234  0.0000000
290.276  0.0000000
290.318  0.0000000
290.360  0.0000000
290.402  0.0000000
290.444  0.0000000
290.487  0.0000000
290.529  0.0000000
290.571  0.0000000
290.613  0.0000000
290.655  0.0000000
290.698  0.0000000
290.740  0.0000000
290.782  0.0000000
290.824  0.0000000
290.867  0.0000000
290.909  0.0000000
290.951  0.0000000
290.994  0.0000000
291.036  0.0000000
291.078  0.0000000
291.121  0.0000000
291.163  0.0000000
291.206  0.0000000
291.248  0.0000000
291.290  0.0000000
291.333  0.0000000
291.375  0.0000000
291.418  0.0000000
291.460  0.0000000
291.503  0.0000000
291.545  0.0000000
291.588  0.0000000
291.630  0.0000000
291.673  0.0000000
291.715  0.0000000
291.758  0.0000000
291.800  0.0000000
291.843  0.0000000
291.886  0.0000000
291.928  0.0000000
291.971  0.0000000
292.013  0.0000000
292.056  0.0000000
292.099  0.0000000
292.141  0.0000000
292.184  0.0000000
292.227  0.0000000
292.269  0.0000000
292.312  0.0000000
292.355  0.0000000
292.398  0.0000000
292.440  0.0000000
292.483  0.0000000
292.526  0.0000000
292.569  0.0000000
292.612  0.0000000
292.654  0.0000000
292.697  0.0000000
292.740  0.0000000
292.783  0.0000000
292.826  0.0000000
292.869  0.0000000
292.912  0.0000000
292.954  0.0000000
292.997  0.0000000
293.040  0.0000000
293.083  0.0000000
293.126  0.0000000
293.169  0.0000000
293.212  0.0000000
293.255  0.0000000
293.298  0.0000000
293.341  0.0000000
293.384  0.0000000
293.427  0.0000000
293.470  0.0000000
293.513  0.0000000
293.556  0.0000000
293.600  0.0000000
293.643  0.0000000
293.686  0.0000000
293.729  0.0000000
293.772  0.0000000
293.815  0.0000000
293.858  0.0000000
293.902  0.0000000
293.945  0.0000000
293.988  0.0000000
294.031  0.0000000
294.074  0.0000000
294.118  0.0000000
294.161  0.0000000
294.204  0.0000000
294.247  0.0000000
294.291  0.0000000
294.334  0.0000000
294.377  0.0000000
294.421  0.0000000
294.464  0.0000000
294.507  0.0000000
294.551  0.0000000
294.594  0.0000000
294.638  0.0000000
294.681  0.0000000
294.724  0.0000000
294.768  0.0000000
294.811  0.0000000
294.855  0.0000000
294.898  0.0000000
294.942  0.0000000
294.985  0.0000000
295.029  0.0000000
295.072  0.0000000
295.116  0.0000000
295.159  0.0000000
295.203  0.0000000
295.247  0.0000000
295.290  0.0000000
295.334  0.0000000
295.377  0.0000001
295.421  0.0000001
295.465  0.0000001
295.508  0.0000001
295.552  0.0000001
295.596  0.0000001
295.639  0.0000002
295.683  0.0000002
295.727  0.0000002
295.771  0.0000002
295.814  0.0000002
295.858  0.0000002
295.902  0.0000002
295.946  0.0000003
295.989  0.0000003
296.033  0.0000003
296.077  0.0000004
296.121  0.0000004
296.165  0.0000005
296.209  0.0000006
296.252  0.0000006
296.296  0.0000007
296.340  0.0000008
296.384  0.0000008
296.428  0.0000008
296.472  0.0000009
296.516  0.0000009
296.560  0.0000009
296.604  0.0000010
296.648  0.0000010
296.692  0.0000010
296.736  0.0000011
296.780  0.0000011
296.824  0.0000011
296.868  0.0000011
296.912  0.0000012
296.956  0.0000013
297.000  0.0000016
297.044  0.0000018
297.089  0.0000019
297.133  0.0000021
297.177  0.0000023
297.221  0.0000026
297.265  0.0000028
297.309  0.0000030
297.354  0.0000032
297.398  0.0000034
297.442  0.0000036
297.486  0.0000041
297.530  0.0000046
297.575  0.0000050
297.619  0.0000054
297.663  0.0000057
297.708  0.0000060
297.752  0.0000068
297.796  0.0000074
297.841  0.0000079
297.885  0.0000081
297.929  0.0000088
297.974  0.0000096
298.018  0.0000101
298.063  0.0000107
298.107  0.0000114
298.151  0.0000122
298.196  0.0000129
298.240  0.0000128
298.285  0.0000131
298.329  0.0000139
298.374  0.0000148
298.418  0.0000157
298.463  0.0000168
298.507  0.0000179
298.552  0.0000181
298.597  0.0000182
298.641  0.0000197
298.686  0.0000199
298.730  0.0000200
298.775  0.0000223
298.820  0.0000231
298.864  0.0000230
298.909  0.0000239
298.954  0.0000263
298.998  0.0000296
299.043  0.0000305
299.088  0.0000302
299.133  0.0000320
299.177  0.0000384
299.222  0.0000421
299.267  0.0000454
299.312  0.0000472
299.356  0.0000488
299.401  0.0000543
299.446  0.0000605
299.491  0.0000665
299.536  0.0000696
299.581  0.0000713
299.625  0.0000773
299.670  0.0000833
299.715  0.0000891
299.760  0.0000935
299.805  0.0000963
299.850  0.0000996
299.895  0.0001036
299.940  0.0001079
299.985  0.0001039
300.030  0.0001103
300.075  0.0001132
300.120  0.0001178
300.165  0.0001206
300.210  0.0001255
300.255  0.0001345
300.300  0.0001414
300.345  0.0001468
300.391  0.0001502
300.436  0.0001567
300.481  0.0001622
300.526  0.0001662
300.571  0.0001693
300.616  0.0001746
300.661  0.0001832
300.707  0.0001954
300.752  0.0002086
300.797  0.0002182
300.842  0.0002326
300.888  0.0002520
300.933  0.0002650
300.978  0.0002871
301.023  0.0003087
301.069  0.0003269
301.114  0.0003433
301.159  0.0003711
301.205  0.0004047
301.250  0.0004198
301.296  0.0004385
301.341  0.0004552
301.386  0.0004688
301.432  0.0004910
301.477  0.0005146
301.523  0.0005384
301.568  0.0005537
301.614  0.0005629
301.659  0.0005713
301.705  0.0005804
301.750  0.0005902
301.796  0.0005981
301.841  0.0006045
301.887  0.0006144
301.932  0.0006253
301.978  0.0006367
302.024  0.0006518
302.069  0.0006727
302.115  0.0006938
302.160  0.0007160
302.206  0.0007459
302.252  0.0007780
302.297  0.0007968
302.343  0.0008207
302.389  0.0008546
302.435  0.0009057
302.480  0.0009504
302.526  0.0010005
302.572  0.0010568
302.618  0.0011036
302.663  0.0011572
302.709  0.0012245
302.755  0.0012978
302.801  0.0013717
302.847  0.0014196
302.893  0.0014743
302.938  0.0015546
302.984  0.0016499
303.030  0.0017416
303.076  0.0018225
303.122  0.0018825
303.168  0.0019391
303.214  0.0020103
303.260  0.0020968
303.306  0.0021584
303.352  0.0021610
303.398  0.0021841
303.444  0.0023077
303.490  0.0023103
303.536  0.0023749
303.582  0.0024068
303.628  0.0024817
303.674  0.0025026
303.721  0.0025626
303.767  0.0026085
303.813  0.0026180
303.859  0.0026040
303.905  0.0025803
303.951  0.0025857
303.998  0.0026026
304.044  0.0026130
304.090  0.0026885
304.136  0.0027390
304.182  0.0028446
304.229  0.0030049
304.275  0.0031237
304.321  0.0032220
304.368  0.0033333
304.414  0.0034412
304.460  0.0035415
304.507  0.0036379
304.553  0.0037405
304.599  0.0038875
304.646  0.0039941
304.692  0.0043271
304.739  0.0045153
304.785  0.0047490
304.832  0.0048734
304.878  0.0050737
304.925  0.0053477
304.971  0.0056486
305.018  0.0059055
305.064  0.0061090
305.111  0.0063006
305.157  0.0065229
305.204  0.0067963
305.250  0.0070771
305.297  0.0072423
305.344  0.0073251
305.390  0.0074931
305.437  0.0077089
305.483  0.0078877
305.530  0.0078766
305.577  0.0079381
305.623  0.0079560
305.670  0.0080043
305.717  0.0079758
305.764  0.0080116
305.810  0.0081267
305.857  0.0082380
305.904  0.0084628
305.951  0.0086053
305.998  0.0087372
306.044  0.0089110
306.091  0.0090312
306.138  0.0089780
306.185  0.0089615
306.232  0.0088802
306.279  0.0088625
306.326  0.0090064
306.373  0.0090600
306.419  0.0092391
306.466  0.0095736
306.513  0.0099757
306.560  0.0103470
306.607  0.0106707
306.654  0.0110655
306.701  0.0114119
306.748  0.0116477
306.796  0.0119487
306.843  0.0121508
306.890  0.0124700
306.937  0.0131012
306.984  0.0137043
307.031  0.0142927
307.078  0.0147345
307.125  0.0153975
307.172  0.0160305
307.220  0.0166772
307.267  0.0172142
307.314  0.0176685
307.361  0.0180808
307.409  0.0184835
307.456  0.0190690
307.503  0.0197009
307.550  0.0200693
307.598  0.0203563
307.645  0.0205490
307.692  0.0209819
307.740  0.0212215
307.787  0.0211832
307.834  0.0209047
307.882  0.0208594
307.929  0.0206634
307.977  0.0205834
308.024  0.0205655
308.071  0.0206489
308.119  0.0207421
308.166  0.0209735
308.214  0.0211162
308.261  0.0212727
308.309  0.0217827
308.356  0.0224605
308.404  0.0232695
308.452  0.0242677
308.499  0.0250032
308.547  0.0253062
308.594  0.0250242
308.642  0.0244067
308.690  0.0243126
308.737  0.0244934
308.785  0.0247220
308.833  0.0248817
308.880  0.0253062
308.928  0.0256903
308.976  0.0262713
309.023  0.0265390
309.071  0.0267849
309.119  0.0270393
309.167  0.0277529
309.215  0.0288946
309.262  0.0296527
309.310  0.0301028
309.358  0.0308631
309.406  0.0321410
309.454  0.0343501
309.502  0.0367385
309.550  0.0377852
309.598  0.0385313
309.645  0.0392994
309.693  0.0408510
309.741  0.0420951
309.789  0.0421763
309.837  0.0418469
309.885  0.0421183
309.933  0.0428495
309.981  0.0431434
310.029  0.0430076
310.078  0.0430775
310.126  0.0429952
310.174  0.0431262
310.222  0.0425775
310.270  0.0422450
310.318  0.0420407
310.366  0.0421338
310.414  0.0428848
310.463  0.0438596
310.511  0.0452485
310.559  0.0464304
310.607  0.0467256
310.655  0.0475206
310.704  0.0479191
310.752  0.0484713
310.800  0.0485390
310.849  0.0489334
310.897  0.0498094
310.945  0.0509250
310.994  0.0510054
311.042  0.0515149
311.090  0.0521110
311.139  0.0519483
311.187  0.0528333
311.236  0.0520429
311.284  0.0518405
311.332  0.0515739
311.381  0.0515109
311.429  0.0508902
311.478  0.0508642
311.526  0.0518889
311.575  0.0528404
311.624  0.0540047
311.672  0.0555871
311.721  0.0576316
311.769  0.0592097
311.818  0.0606771
311.867  0.0624198
311.915  0.0641194
311.964  0.0658020
312.012  0.0668664
312.061  0.0676753
312.110  0.0690929
312.159  0.0699666
312.207  0.0703841
312.256  0.0710061
312.305  0.0715008
312.354  0.0724754
312.402  0.0736402
312.451  0.0753172
312.500  0.0769923
312.549  0.0786880
312.598  0.0793734
312.647  0.0799250
312.695  0.0807878
312.744  0.0816811
312.793  0.0823058
312.842  0.0825842
312.891  0.0841931
312.940  0.0826752
312.989  0.0838742
313.038  0.0849627
313.087  0.0857943
313.136  0.0853557
313.185  0.0850577
313.234  0.0854688
313.283  0.0849712
313.332  0.0844270
313.381  0.0820638
313.430  0.0799904
313.480  0.0783866
313.529  0.0769949
313.578  0.0770730
313.627  0.0779384
313.676  0.0792278
313.725  0.0816091
313.775  0.0825158
313.824  0.0834872
313.873  0.0849487
313.922  0.0876319
313.972  0.0902295
314.021  0.0912356
314.070  0.0930497
314.120  0.0946881
314.169  0.0961975
314.218  0.0991546
314.268  0.1012733
314.317  0.1032220
314.367  0.1060323
314.416  0.1088364
314.465  0.1113886
314.515  0.1145034
314.564  0.1168332
314.614  0.1177049
314.663  0.1194750
314.713  0.1199212
314.762  0.1190505
314.812  0.1188854
314.861  0.1178906
314.911  0.1175595
314.961  0.1184132
315.010  0.1194997
315.060  0.1199167
315.109  0.1205608
315.159  0.1209265
315.209  0.1211255
315.259  0.1210441
315.308  0.1209002
315.358  0.1202296
315.408  0.1175091
315.457  0.1134685
315.507  0.1091775
315.557  0.1068220
315.607  0.1057835
315.657  0.1056000
315.706  0.1078873
315.756  0.1110448
315.806  0.1136426
315.856  0.1153692
315.906  0.1185687
315.956  0.1216466
316.006  0.1259473
316.056  0.1284034
316.106  0.1302478
316.156  0.1326665
316.206  0.1352429
316.256  0.1366448
316.306  0.1376539
316.356  0.1381758
316.406  0.1394738
316.456  0.1419059
316.506  0.1441304
316.556  0.1461831
316.606  0.1472779
316.656  0.1497348
316.706  0.1527426
316.756  0.1547812
316.807  0.1557049
316.857  0.1558795
316.907  0.1551019
316.957  0.1536553
317.007  0.1504522
317.058  0.1478150
317.108  0.1467262
317.158  0.1463565
317.209  0.1460531
317.259  0.1477638
317.309  0.1492093
317.360  0.1502314
317.410  0.1509411
317.460  0.1511214
317.511  0.1492922
317.561  0.1464017
317.612  0.1428317
317.662  0.1394715
317.712  0.1379263
317.763  0.1393710
317.813  0.1414624
317.864  0.1446832
317.914  0.1496085
317.965  0.1535280
318.016  0.1560474
318.066  0.1572064
318.117  0.1583070
318.167  0.1598821
318.218  0.1625607
318.269  0.1654665
318.319  0.1687875
318.370  0.1718815
318.421  0.1766344
318.471  0.1808411
318.522  0.1836154
318.573  0.1862240
318.624  0.1877550
318.674  0.1892939
318.725  0.1911325
318.776  0.1922119
318.827  0.1923519
318.878  0.1940527
318.928  0.1964404
318.979  0.1985431
319.030  0.2007444
319.081  0.2047098
319.132  0.2038005
319.183  0.2043401
319.234  0.2031001
319.285  0.2011652
319.336  0.1973446
319.387  0.1928433
319.438  0.1838956
319.489  0.1794902
319.540  0.1756681
319.591  0.1756920
319.642  0.1777573
319.693  0.1793610
319.744  0.1813172
319.795  0.1840657
319.846  0.1855455
319.898  0.1837998
319.949  0.1795586
320.000  0.1753303
320.051  0.1730928
320.102  0.1720530
320.154  0.1760283
320.205  0.1817178
320.256  0.1876644
320.307  0.1925516
320.359  0.1969009
320.410  0.2015054
320.461  0.2059109
320.513  0.2079323
320.564  0.2082973
320.616  0.2096909
320.667  0.2126547
320.718  0.2168539
320.770  0.2213711
320.821  0.2246309
320.873  0.2275408
320.924  0.2316127
320.976  0.2352048
321.027  0.2378229
321.079  0.2397992
321.130  0.2406619
321.182  0.2411684
321.234  0.2411530
321.285  0.2402415
321.337  0.2395885
321.388  0.2386855
321.440  0.2379723
321.492  0.2385248
321.543  0.2397168
321.595  0.2403839
321.647  0.2421546
321.699  0.2433659
321.750  0.2426457
321.802  0.2404276
321.854  0.2369591
321.906  0.2290025
321.957  0.2152848
322.009  0.2042324
322.061  0.2011522
322.113  0.2007152
322.165  0.2027893
322.217  0.2068584
322.269  0.2112771
322.321  0.2155218
322.373  0.2192536
322.425  0.2234086
322.477  0.2251353
322.529  0.2231677
322.581  0.2158253
322.633  0.2087588
322.685  0.2058533
322.737  0.2086648
322.789  0.2123415
322.841  0.2155390
322.893  0.2203873
322.945  0.2264302
322.997  0.2317632
323.050  0.2374128
323.102  0.2411975
323.154  0.2459189
323.206  0.2511431
323.258  0.2554597
323.311  0.2583341
323.363  0.2610790
323.415  0.2645753
323.468  0.2681726
323.520  0.2710522
323.572  0.2726254
323.625  0.2746853
323.677  0.2777485
323.729  0.2799062
323.782  0.2819950
323.834  0.2830605
323.887  0.2840956
323.939  0.2839702
323.992  0.2833397
324.044  0.2811712
324.097  0.2785607
324.149  0.2749643
324.202  0.2721380
324.254  0.2708627
324.307  0.2707506
324.359  0.2715189
324.412  0.2725895
324.465  0.2728284
324.517  0.2732741
324.570  0.2735602
324.623  0.2725873
324.675  0.2691552
324.728  0.2579804
324.781  0.2434013
324.834  0.2365219
324.886  0.2341831
324.939  0.2351638
324.992  0.2390588
325.045  0.2422988
325.098  0.2458201
325.150  0.2507110
325.203  0.2556581
325.256  0.2609478
325.309  0.2637084
325.362  0.2655634
325.415  0.2650330
325.468  0.2602719
325.521  0.2579483
325.574  0.2585952
325.627  0.2607421
325.680  0.2633786
325.733  0.2690340
325.786  0.2715826
325.839  0.2757669
325.892  0.2788337
325.945  0.2828427
325.998  0.2872495
326.052  0.2897426
326.105  0.2919406
326.158  0.2948305
326.211  0.2975141
326.264  0.2996548
326.318  0.3009852
326.371  0.3023063
326.424  0.3035327
326.477  0.3048554
326.531  0.3062337
326.584  0.3075099
326.637  0.3085647
326.691  0.3098619
326.744  0.3108563
326.797  0.3116549
326.851  0.3120518
326.904  0.3120715
326.958  0.3105322
327.011  0.3073751
327.065  0.3038642
327.118  0.2994860
327.172  0.2954185
327.225  0.2935521
327.279  0.2938163
327.332  0.2944778
327.386  0.2956797
327.439  0.2974007
327.493  0.2998359
327.547  0.3009490
327.600  0.3014123
327.654  0.3014102
327.708  0.2979213
327.761  0.2899060
327.815  0.2831170
327.869  0.2770581
327.923  0.2711161
327.976  0.2686644
328.030  0.2696570
328.084  0.2714846
328.138  0.2747350
328.192  0.2792426
328.246  0.2842569
328.299  0.2881045
328.353  0.2913674
328.407  0.2950563
328.461  0.2995129
328.515  0.3032190
328.569  0.3058354
328.623  0.3087455
328.677  0.3116416
328.731  0.3149145
328.785  0.3174828
328.839  0.3190945
328.893  0.3214601
328.947  0.3234358
329.001  0.3251537
329.056  0.3267547
329.110  0.3282752
329.164  0.3298198
329.218  0.3312964
329.272  0.3322617
329.327  0.3328712
329.381  0.3336834
329.435  0.3345741
329.489  0.3344727
329.544  0.3349663
329.598  0.3343868
329.652  0.3340566
329.707  0.3343055
329.761  0.3345657
329.815  0.3351421
329.870  0.3355686
329.924  0.3362609
329.979  0.3366229
330.033  0.3367551
330.087  0.3353278
330.142  0.3339466
330.196  0.3296223
330.251  0.3215489
330.306  0.3163365
330.360  0.3147453
330.415  0.3143470
330.469  0.3155852
330.524  0.3172907
330.578  0.3184984
330.633  0.3203609
330.688  0.3222747
330.743  0.3242869
330.797  0.3251305
330.852  0.3252247
330.907  0.3238946
330.961  0.3179441
331.016  0.3113759
331.071  0.3088292
331.126  0.3082336
331.181  0.3094403
331.236  0.3128376
331.290  0.3151708
331.345  0.3170681
331.400  0.3202450
331.455  0.3238111
331.510  0.3268494
331.565  0.3296800
331.620  0.3315858
331.675  0.3342171
331.730  0.3365840
331.785  0.3391854
331.840  0.3402121
331.895  0.3422246
331.950  0.3440095
332.005  0.3454920
332.060  0.3466736
332.116  0.3480325
332.171  0.3492296
332.226  0.3505632
332.281  0.3515066
332.336  0.3521094
332.392  0.3534863
332.447  0.3542095
332.502  0.3550078
332.557  0.3552026
332.613  0.3554596
332.668  0.3556582
332.723  0.3559114
332.779  0.3557374
332.834  0.3552800
332.889  0.3542390
332.945  0.3534672
333.000  0.3528867
333.056  0.3529162
333.111  0.3530194
333.167  0.3530022
333.222  0.3534664
333.278  0.3538077
333.333  0.3541102
333.389  0.3537234
333.444  0.3531168
333.500  0.3509572
333.556  0.3470718
333.611  0.3415124
333.667  0.3361863
333.723  0.3341591
333.778  0.3341098
333.834  0.3350916
333.890  0.3364909
333.946  0.3386534
334.001  0.3412547
334.057  0.3434135
334.113  0.3455378
334.169  0.3477847
334.225  0.3502249
334.280  0.3524550
334.336  0.3536310
334.392  0.3555649
334.448  0.3568565
334.504  0.3582727
334.560  0.3592152
334.616  0.3597956
334.672  0.3606787
334.728  0.3616617
334.784  0.3625650
334.840  0.3637839
334.896  0.3646411
334.952  0.3657114
335.008  0.3667913
335.065  0.3679989
335.121  0.3689549
335.177  0.3696301
335.233  0.3703787
335.289  0.3713317
335.345  0.3716306
335.402  0.3721656
335.458  0.3727135
335.514  0.3732021
335.570  0.3733779
335.627  0.3733162
335.683  0.3736697
335.739  0.3741048
335.796  0.3744581
335.852  0.3748691
335.909  0.3753363
335.965  0.3755760
336.022  0.3756464
336.078  0.3755720
336.134  0.3758561
336.191  0.3754232
336.247  0.3745441
336.304  0.3739631
336.361  0.3729143
336.417  0.3710691
336.474  0.3694798
336.530  0.3693859
336.587  0.3696189
336.644  0.3701827
336.700  0.3707348
336.757  0.3714727
336.814  0.3722053
336.870  0.3726595
336.927  0.3727843
336.984  0.3722605
337.041  0.3709861
337.098  0.3695706
337.154  0.3662613
337.211  0.3627772
337.268  0.3605562
337.325  0.3603578
337.382  0.3609017
337.439  0.3626867
337.496  0.3644573
337.553  0.3661872
337.610  0.3677047
337.667  0.3696293
337.724  0.3712619
337.781  0.3730533
337.838  0.3741244
337.895  0.3755347
337.952  0.3769040
338.009  0.3782865
338.066  0.3790630
338.123  0.3801349
338.181  0.3817699
338.238  0.3825211
338.295  0.3831436
338.352  0.3840355
338.409  0.3847851
338.467  0.3857096
338.524  0.3865431
338.581  0.3865912
338.639  0.3875113
338.696  0.3874901
338.753  0.3881287
338.811  0.3887263
338.868  0.3893271
338.926  0.3894718
338.983  0.3899071
339.041  0.3900968
339.098  0.3901976
339.155  0.3905460
339.213  0.3909496
339.271  0.3909562
339.328  0.3911490
339.386  0.3909776
339.443  0.3910262
339.501  0.3913365
339.559  0.3914003
339.616  0.3915925
339.674  0.3919624
339.732  0.3921359
339.789  0.3924274
339.847  0.3920656
339.905  0.3920809
339.963  0.3912014
340.020  0.3893768
340.078  0.3875621
340.136  0.3849373
340.194  0.3846373
340.252  0.3850093
340.310  0.3856141
340.368  0.3863606
340.426  0.3874371
340.483  0.3884450
340.541  0.3893207
340.599  0.3904161
340.657  0.3913082
340.715  0.3923170
340.774  0.3931959
340.832  0.3940412
340.890  0.3949033
340.948  0.3955789
341.006  0.3962947
341.064  0.3969017
341.122  0.3976192
341.180  0.3982547
341.239  0.3988184
341.297  0.3993888
341.355  0.3998064
341.413  0.4004201
341.472  0.4008387
341.530  0.4013148
341.588  0.4017053
341.647  0.4020346
341.705  0.4024197
341.763  0.4026908
341.822  0.4030219
341.880  0.4033052
341.939  0.4036105
341.997  0.4038901
342.056  0.4042179
342.114  0.4044803
342.173  0.4048490
342.231  0.4051504
342.290  0.4055354
342.349  0.4058294
342.407  0.4061409
342.466  0.4064098
342.524  0.4066951
342.583  0.4069889
342.642  0.4071941
342.700  0.4073594
342.759  0.4075534
342.818  0.4076632
342.877  0.4077348
342.936  0.4078001
342.994  0.4079143
343.053  0.4079536
343.112  0.4078488
343.171  0.4077450
343.230  0.4077127
343.289  0.4078734
343.348  0.4081701
343.407  0.4084442
343.466  0.4087618
343.525  0.4090140
343.584  0.4091983
343.643  0.4092011
343.702  0.4091336
343.761  0.4089393
343.820  0.4083570
343.879  0.4070440
343.938  0.4054866
343.997  0.4047563
344.056  0.4046801
344.116  0.4050051
344.175  0.4055959
344.234  0.4063500
344.293  0.4071266
344.353  0.4079325
344.412  0.4087273
344.471  0.4096041
344.531  0.4103998
344.590  0.4111573
344.649  0.4119648
344.709  0.4125669
344.768  0.4130788
344.828  0.4138022
344.887  0.4142912
344.947  0.4147034
345.006  0.4152331
345.066  0.4156236
345.125  0.4161377
345.185  0.4164972
345.244  0.4168792
345.304  0.4172439
345.363  0.4176021
345.423  0.4179682
345.483  0.4183512
345.542  0.4186666
345.602  0.4189361
345.662  0.4191756
345.722  0.4194255
345.781  0.4197463
345.841  0.4199722
345.901  0.4203076
345.961  0.4206399
346.021  0.4210159
346.081  0.4214439
346.141  0.4218649
346.200  0.4222394
346.260  0.4226532
346.320  0.4230210
346.380  0.4233462
346.440  0.4235908
346.500  0.4238063
346.560  0.4240067
346.620  0.4242701
346.681  0.4244965
346.741  0.4247620
346.801  0.4250240
346.861  0.4252519
346.921  0.4255002
346.981  0.4256872
347.041  0.4258637
347.102  0.4259660
347.162  0.4259540
347.222  0.4259120
347.283  0.4259086
347.343  0.4258288
347.403  0.4258329
347.464  0.4258910
347.524  0.4260611
347.584  0.4263237
347.645  0.4267036
347.705  0.4271594
347.766  0.4275710
347.826  0.4279992
347.887  0.4284020
347.947  0.4288078
348.008  0.4291337
348.068  0.4294513
348.129  0.4297533
348.189  0.4300766
348.250  0.4304109
348.311  0.4307377
348.371  0.4310285
348.432  0.4313413
348.493  0.4316349
348.553  0.4319416
348.614  0.4322282
348.675  0.4325152
348.736  0.4328030
348.797  0.4330999
348.857  0.4334529
348.918  0.4337928
348.979  0.4340907
349.040  0.4344023
349.101  0.4346992
349.162  0.4349954
349.223  0.4352599
349.284  0.4355252
349.345  0.4357952
349.406  0.4360145
349.467  0.4362340
349.528  0.4364152
349.589  0.4366007
349.650  0.4368050
349.711  0.4370150
349.773  0.4372744
349.834  0.4375364
349.895  0.4378036
349.956  0.4380691
350.017  0.4383152
350.079  0.4385955
350.140  0.4388413
350.201  0.4390429
350.263  0.4392648
350.324  0.4394716
350.385  0.4396914
350.447  0.4399363
350.508  0.4401685
350.570  0.4404300
350.631  0.4406831
350.693  0.4408938
350.754  0.4411511
350.816  0.4413848
350.877  0.4416291
350.939  0.4418305
351.000  0.4420525
351.062  0.4422361
351.124  0.4424334
351.185  0.4426130
351.247  0.4427076
351.309  0.4427278
351.370  0.4426716
351.432  0.4426483
351.494  0.4426417
351.556  0.4425962
351.617  0.4426393
351.679  0.4427788
351.741  0.4430456
351.803  0.4434032
351.865  0.4438220
351.927  0.4442313
351.989  0.4446556
352.051  0.4450158
352.113  0.4453423
352.175  0.4456709
352.237  0.4459976
352.299  0.4463655
352.361  0.4466796
352.423  0.4469995
352.485  0.4473067
352.547  0.4476315
352.609  0.4479534
352.671  0.4482982
352.734  0.4486168
352.796  0.4489610
352.858  0.4492571
352.920  0.4495429
352.983  0.4498311
353.045  0.4501504
353.107  0.4504242
353.170  0.4506597
353.232  0.4509142
353.294  0.4511129
353.357  0.4513687
353.419  0.4516247
353.482  0.4518838
353.544  0.4521173
353.607  0.4522823
353.669  0.4524909
353.732  0.4527199
353.794  0.4529395
353.857  0.4531651
353.920  0.4533732
353.982  0.4536000
354.045  0.4537922
354.108  0.4540046
354.170  0.4542011
354.233  0.4544479
354.296  0.4546897
354.359  0.4549150
354.421  0.4551492
354.484  0.4553942
354.547  0.4556312
354.610  0.4558924
354.673  0.4561431
354.736  0.4563895
354.799  0.4566650
354.862  0.4569174
354.925  0.4571659
354.988  0.4574068
355.051  0.4576905
355.114  0.4579273
355.177  0.4581654
355.240  0.4584016
355.303  0.4586308
355.366  0.4588710
355.429  0.4591270
355.492  0.4593724
